"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"42628-8903","D","Marco","Marco Scandella","Scandella","6.111111111111111","36","3500","CGY@MON","MON","CGY","","","","",""
"42628-43207","D","Jake","Jake Dotchin","Dotchin","2.339999961853027","20","3500","ANH@STL","STL","ANH","","","","",""
"42628-54475","D","Christian","Christian Folin","Folin","5.1200000762939455","5","3500","CGY@MON","MON","CGY","","","","",""
"42628-108240","D","Tarmo","Tarmo Reunanen","Reunanen","0","0","3500","NYI@NYR","NYR","NYI","","","","",""
"42628-8403","W","Justin","Justin Williams","Williams","11.626829566025153","82","3500","CAR@WSH","CAR","WSH","","","","",""
"42628-8411","D","Thomas","Thomas Hickey","Hickey","5.570000076293946","40","3500","NYI@NYR","NYI","NYR","O","Lower body","","",""
"42628-104674","D","Jesper","Jesper Sellgren","Sellgren","0","0","3500","CAR@WSH","CAR","WSH","","","","",""
"42628-82154","D","Sebastian","Sebastian Aho","Aho","0","0","3500","NYI@NYR","NYI","NYR","","","","",""
"42628-104175","D","Otto","Otto Leskinen","Leskinen","0.9600000381469727","5","3500","CGY@MON","MON","CGY","","","","",""
"42628-8956","D","Michael","Michael Stone","Stone","6.909090909090909","22","3500","CGY@MON","CGY","MON","","","","",""
"42628-70911","D","Jake","Jake Bean","Bean","0.800000011920929","2","3500","CAR@WSH","CAR","WSH","","","","",""
"42628-82177","D","Connor","Connor Clifton","Clifton","3.573333231608073","30","3500","BOS@PHI","BOS","PHI","IR","Upper body","","",""
"42628-60674","D","Gustav","Gustav Forsling","Forsling","5.488372093023256","43","3500","CAR@WSH","CAR","WSH","","","","",""
"42628-59144","D","Roland","Roland McKeown","McKeown","0","0","3500","CAR@WSH","CAR","WSH","","","","",""
"42628-117000","D","Rob","Rob Michel","Michel","0","0","3500","BOS@PHI","PHI","BOS","","","","",""
"42628-39710","D","Nick","Nick Jensen","Jensen","3.4543476934018345","46","3500","CAR@WSH","WSH","CAR","","","","",""
"42628-117038","D","Matthew","Matthew Robertson","Robertson","0","0","3500","NYI@NYR","NYR","NYI","","","","",""
"42628-117054","D","Cooper","Cooper Zech","Zech","0","0","3500","BOS@PHI","BOS","PHI","","","","",""
"42628-117057","D","Rob","Rob Hamilton","Hamilton","0","0","3500","CGY@MON","CGY","MON","","","","",""
"42628-82755","D","Ryan","Ryan Lindgren","Lindgren","5.0117645263671875","34","3500","NYI@NYR","NYR","NYI","","","","",""
"42628-97091","D","Martin","Martin Fehervary","Fehervary","2.133333365122477","3","3500","CAR@WSH","WSH","CAR","","","","",""
"42628-117064","D","Derek","Derek Sheppard","Sheppard","0","0","3500","CAR@WSH","CAR","WSH","","","","",""
"42628-8528","D","Marc","Marc Staal","Staal","6.1037038167317705","27","3500","NYI@NYR","NYR","NYI","DTD","Upper body","","",""
"42628-8531","D","Michael","Michael Del Zotto","Del Zotto","6.016666666666667","30","3500","ANH@STL","ANH","STL","","","","",""
"42628-59220","D","Haydn","Haydn Fleury","Fleury","5.549999872843425","24","3500","CAR@WSH","CAR","WSH","","","","",""
"42628-39261","D","Scott","Scott Mayfield","Mayfield","8.342856997535343","42","3500","NYI@NYR","NYI","NYR","","","","",""
"42628-42846","D","Tyler","Tyler Lewington","Lewington","2.3999999364217124","6","3500","CAR@WSH","WSH","CAR","","","","",""
"42628-54110","D","Gustav","Gustav Olofsson","Olofsson","4.266666730244954","3","3500","CGY@MON","MON","CGY","","","","",""
"42628-74079","D","Josh","Josh Mahura","Mahura","6.472726995294744","11","3500","ANH@STL","ANH","STL","","","","",""
"42628-97120","D","Cale","Cale Fleury","Fleury","3.9179487961989183","39","3500","CGY@MON","MON","CGY","","","","",""
"42628-66407","D","Philippe","Philippe Myers","Myers","7.674073961046007","27","3500","BOS@PHI","PHI","BOS","","","","",""
"42628-54126","D","Trevor","Trevor van Riemsdyk","van Riemsdyk","4.123076805701623","26","3500","CAR@WSH","CAR","WSH","","","","",""
"42628-11119","D","Nate","Nate Prosser","Prosser","2.453333282470703","15","3500","BOS@PHI","PHI","BOS","","","","",""
"42628-42863","D","Derrick","Derrick Pouliot","Pouliot","1.600000023841858","2","3500","ANH@STL","STL","ANH","","","","",""
"42628-22905","D","Fredrik","Fredrik Claesson","Claesson","4.897297214817357","37","3500","CAR@WSH","CAR","WSH","","","","",""
"42628-59269","D","Robert","Robert Hagg","Hagg","5.6923076923076925","26","3500","BOS@PHI","PHI","BOS","","","","",""
"42628-70565","D","Jacob","Jacob Larsson","Larsson","4.274285888671875","35","3500","ANH@STL","ANH","STL","","","","",""
"42628-74148","D","Libor","Libor Hajek","Hajek","5.257142748151507","28","3500","NYI@NYR","NYR","NYI","","","","",""
"42628-97214","D","Noah","Noah Dobson","Dobson","3.700000047683716","16","3500","NYI@NYR","NYI","NYR","","","","",""
"42628-8641","W","Alexander","Alexander Steen","Steen","7.146666463216146","30","3500","ANH@STL","STL","ANH","","","","",""
"42628-117184","D","Zack","Zack Hayes","Hayes","0","0","3500","ANH@STL","ANH","STL","","","","",""
"42628-117187","D","Steven","Steven Ruggiero","Ruggiero","0","0","3500","ANH@STL","ANH","STL","","","","",""
"42628-117186","D","Conor","Conor Riley","Riley","0","0","3500","ANH@STL","ANH","STL","","","","",""
"42628-117193","D","Justin","Justin Murray","Murray","0","0","3500","NYI@NYR","NYI","NYR","","","","",""
"42628-117192","D","Samuel","Samuel Bolduc","Bolduc","0","0","3500","NYI@NYR","NYI","NYR","","","","",""
"42628-97230","D","Bode","Bode Wilde","Wilde","0","0","3500","NYI@NYR","NYI","NYR","","","","",""
"42628-42962","D","Brett","Brett Kulak","Kulak","5.2363637288411455","33","3500","CGY@MON","MON","CGY","","","","",""
"42628-66516","D","Niko","Niko Mikkola","Mikkola","4.799999872843425","3","3500","ANH@STL","STL","ANH","","","","",""
"42628-54744","D","Christian","Christian Djoos","Djoos","0.800000011920929","2","3500","CAR@WSH","WSH","CAR","","","","",""
"42628-15328","D","Brandon","Brandon Davidson","Davidson","6.400000254313151","3","3500","CGY@MON","CGY","MON","","","","",""
"42628-12259","D","Brendan","Brendan Smith","Smith","3.4232557429823767","43","3500","NYI@NYR","NYR","NYI","","","","",""
"42628-79846","D","Mark","Mark Friedman","Friedman","1.600000023841858","2","3500","BOS@PHI","PHI","BOS","","","","",""
"42628-12266","D","Korbinian","Korbinian Holzer","Holzer","5.3371429443359375","35","3500","ANH@STL","ANH","STL","","","","",""
"42628-79860","D","Victor","Victor Mete","Mete","6.488889058430989","36","3500","CGY@MON","MON","CGY","","","","",""
"42628-43000","D","Samuel","Samuel Morin","Morin","0","1","3500","BOS@PHI","PHI","BOS","IR","Knee","","",""
"42628-103203","W","Joel","Joel Farabee","Farabee","6.022222306993273","36","3400","BOS@PHI","PHI","BOS","","","","",""
"42628-74041","W","Zach","Zach Sanford","Sanford","5.818181818181818","33","3400","ANH@STL","STL","ANH","","","","",""
"42628-12625","W","Jordan","Jordan Weal","Weal","5.2416665818956165","36","3400","CGY@MON","MON","CGY","","","","",""
"42628-74086","W","Dillon","Dillon Dube","Dube","6.052173780358356","23","3400","CGY@MON","CGY","MON","","","","",""
"42628-59263","W","Nicolas","Nicolas Aube-Kubel","Aube-Kubel","7.641666412353516","12","3400","BOS@PHI","PHI","BOS","","","","",""
"42628-21895","W","Chris","Chris Wagner","Wagner","4.51818188753995","44","3400","BOS@PHI","BOS","PHI","","","","",""
"42628-68644","C","Mark","Mark Jankowski","Jankowski","1.8594595419394004","37","3300","CGY@MON","CGY","MON","","","","",""
"42628-59117","W","Nick","Nick Ritchie","Ritchie","6.881481594509548","27","3300","ANH@STL","ANH","STL","IR","Lower body","","",""
"42628-82156","W","Max","Max Comtois","Comtois","5.710714067731585","28","3300","ANH@STL","ANH","STL","","","","",""
"42628-59127","W","Garnet","Garnet Hathaway","Hathaway","5.888372022052144","43","3300","CAR@WSH","WSH","CAR","","","","",""
"42628-9002","W","Richard","Richard Panik","Panik","4.733333163791233","36","3300","CAR@WSH","WSH","CAR","DTD","Undisclosed","","",""
"42628-15357","W","Carl","Carl Hagelin","Hagelin","5.154285539899553","35","3300","CAR@WSH","WSH","CAR","","","","",""
"42628-23051","W","Joakim","Joakim Nordstrom","Nordstrom","4.703030210552794","33","3200","BOS@PHI","BOS","PHI","","","","",""
"42628-23054","W","Leo","Leo Komarov","Komarov","4.549999872843425","24","3200","NYI@NYR","NYI","NYR","","","","",""
"42628-81974","C","Morgan","Morgan Frost","Frost","6.688888973659939","18","3200","BOS@PHI","PHI","BOS","","","","",""
"42628-13913","W","Tom","Tom Kuhnhackl","Kuhnhackl","6.0941175573012405","17","3200","NYI@NYR","NYI","NYR","","","","",""
"42628-80481","W","Anders","Anders Bjork","Bjork","5.823684290835732","38","3200","BOS@PHI","BOS","PHI","","","","",""
"42628-40039","W","Michael","Michael Raffl","Raffl","5.439999825613839","35","3200","BOS@PHI","PHI","BOS","","","","",""
"42628-8829","C","Nate","Nate Thompson","Thompson","4.600000132685122","46","3200","CGY@MON","MON","CGY","","","","",""
"42628-54478","C","Nic","Nic Dowd","Dowd","4.993939486416903","33","3200","CAR@WSH","WSH","CAR","","","","",""
"42628-73940","W","Jordan","Jordan Kyrou","Kyrou","6.041666666666667","12","3200","ANH@STL","STL","ANH","","","","",""
"42628-66791","W","Carter","Carter Rowney","Rowney","4.684444512261285","45","3200","ANH@STL","ANH","STL","","","","",""
"42628-8425","W","Cal","Cal Clutterbuck","Clutterbuck","5.575757575757576","33","3200","NYI@NYR","NYI","NYR","IR","Wrist","","",""
"42628-58678","W","Brendan","Brendan Lemieux","Lemieux","8.028571428571428","35","3200","NYI@NYR","NYR","NYI","IR","Hand","","",""
"42628-62275","W","Travis","Travis Boyd","Boyd","6.005263077585321","19","3200","CAR@WSH","WSH","CAR","","","","",""
"42628-97096","C","Isac","Isac Lundestrom","Lundestrom","4.149999891008649","14","3200","ANH@STL","ANH","STL","","","","",""
"42628-11148","W","Paul","Paul Byron","Byron","3.7473682604337992","19","3200","CGY@MON","MON","CGY","IR","Knee","","",""
"42628-82912","W","Troy","Troy Terry","Terry","4.581818089340672","33","3200","ANH@STL","ANH","STL","IR","Knee","","",""
"42628-8178","W","Milan","Milan Lucic","Lucic","4.524444580078125","45","3200","CGY@MON","CGY","MON","","","","",""
"42628-79866","W","Vinni","Vinni Lettieri","Lettieri","4.096296239782263","27","3200","NYI@NYR","NYR","NYI","","","","",""
"42628-43008","W","Jordan","Jordan Martinook","Martinook","5.466666666666667","30","3100","CAR@WSH","CAR","WSH","","","","",""
"42628-43089","W","Ross","Ross Johnston","Johnston","3.0333334604899087","24","3100","NYI@NYR","NYI","NYR","","","","",""
"42628-82083","C","Lias","Lias Andersson","Andersson","2.4470587337718293","17","3100","NYI@NYR","NYR","NYI","O","Suspension","","",""
"42628-39146","W","Tobias","Tobias Rieder","Rieder","4.555555555555555","36","3100","CGY@MON","CGY","MON","","","","",""
"42628-54517","W","Jacob","Jacob de la Rose","de la Rose","4.1365855147198936","41","3100","ANH@STL","STL","ANH","","","","",""
"42628-70922","W","Max","Max Jones","Jones","5.717646879308364","34","3100","ANH@STL","ANH","STL","DTD","Upper body","","",""
"42628-83234","W","David","David Kase","Kase","3.6000000635782876","6","3100","BOS@PHI","PHI","BOS","","","","",""
"42628-103240","W","Ryan","Ryan Poehling","Poehling","1.93684206510845","19","3100","CGY@MON","MON","CGY","","","","",""
"42628-39252","W","Brock","Brock McGinn","McGinn","5.1022223578559025","45","3100","CAR@WSH","CAR","WSH","","","","",""
"42628-59251","W","Michael","Michael Dal Colle","Dal Colle","3.6500000953674316","32","3100","NYI@NYR","NYI","NYR","","","","",""
"42628-8643","W","David","David Backes","Backes","4.78125","16","3100","BOS@PHI","BOS","PHI","","","","",""
"42628-58332","W","Sam","Sam Bennett","Bennett","5.125806254725302","31","3100","CGY@MON","CGY","MON","","","","",""
"42628-11237","W","Zac","Zac Rinaldo","Rinaldo","4.799999930641868","11","3100","CGY@MON","CGY","MON","","","","",""
"42628-68609","W","Nick","Nick Lappin","Lappin","2.0363636016845703","11","3000","ANH@STL","STL","ANH","","","","",""
"42628-43011","C","Laurent","Laurent Dauphin","Dauphin","4.800000190734863","1","3000","CGY@MON","MON","CGY","","","","",""
"42628-15365","W","Andy","Andy Andreoff","Andreoff","2.707692366379958","13","3000","BOS@PHI","PHI","BOS","","","","",""
"42628-79879","W","Justin","Justin Kloos","Kloos","3.200000047683716","1","3000","ANH@STL","ANH","STL","","","","",""
"42628-21521","W","Phil","Phil Varone","Varone","3.2510638947182513","47","3000","CGY@MON","MON","CGY","","","","",""
"42628-58906","W","Chase","Chase De Leo","De Leo","6.400000095367432","1","3000","ANH@STL","ANH","STL","","","","",""
"42628-68634","C","Boo","Boo Nieves","Nieves","1.600000023841858","4","3000","NYI@NYR","NYR","NYI","","","","",""
"42628-82973","W","Karson","Karson Kuhlman","Kuhlman","3.200000047683716","8","3000","BOS@PHI","BOS","PHI","","","","",""
"42628-68639","W","Steven","Steven Fogarty","Fogarty","1.3333333333333333","6","3000","NYI@NYR","NYR","NYI","","","","",""
"42628-23071","W","Vladimir","Vladimir Tarasenko","Tarasenko","14.63000030517578","10","3000","ANH@STL","STL","ANH","IR","Shoulder","","",""
"42628-54816","W","Max","Max McCormick","McCormick","2.914285659790039","14","3000","CAR@WSH","CAR","WSH","","","","",""
"42628-15395","W","Brett","Brett Ritchie","Ritchie","4.436000061035156","25","3000","BOS@PHI","BOS","PHI","","","","",""
"42628-68645","W","MacKenzie","MacKenzie MacEachern","MacEachern","4.7999999217498","39","3000","ANH@STL","STL","ANH","","","","",""
"42628-66605","W","Zach","Zach Senyshyn","Senyshyn","4.800000190734863","4","3000","BOS@PHI","BOS","PHI","","","","",""
"42628-81981","W","Klim","Klim Kostin","Kostin","5","4","3000","ANH@STL","STL","ANH","","","","",""
"42628-8259","W","Andrew","Andrew Ladd","Ladd","1.600000023841858","1","3000","NYI@NYR","NYI","NYR","","","","",""
"42628-9293","W","Troy","Troy Brouwer","Brouwer","3.4400001525878907","10","3000","ANH@STL","STL","ANH","","","","",""
"42628-104016","W","Vitali","Vitali Kravtsov","Kravtsov","0","0","3000","NYI@NYR","NYR","NYI","","","","",""
"42628-79963","C","Mikhail","Mikhail Vorobyev","Vorobyev","2.839999961853027","20","3000","BOS@PHI","PHI","BOS","","","","",""
"42628-8284","W","Chris","Chris Stewart","Stewart","1.3866666158040364","15","3000","BOS@PHI","PHI","BOS","DTD","Illness","","",""
"42628-80992","C","Nolan","Nolan Patrick","Patrick","7.3138885498046875","72","3000","BOS@PHI","PHI","BOS","O","Head","","",""
"42628-9325","W","Patrick","Patrick Eaves","Eaves","1.5999999727521623","7","3000","ANH@STL","ANH","STL","O","Undisclosed","","",""
"42628-61550","C","Cole","Cole Bardreau","Bardreau","4","9","3000","NYI@NYR","NYI","NYR","","","","",""
"42628-113275","W","Simon","Simon Holmstrom","Holmstrom","0","0","3000","NYI@NYR","NYI","NYR","","","","",""
"42628-14480","W","Nicolas","Nicolas Deslauriers","Deslauriers","3.515151515151515","33","3000","ANH@STL","ANH","STL","","","","",""
"42628-43188","W","Kurtis","Kurtis Gabriel","Gabriel","2.909090909090909","22","3000","BOS@PHI","PHI","BOS","","","","",""
"42628-43196","W","Alan","Alan Quine","Quine","3.8222223917643228","9","3000","CGY@MON","CGY","MON","","","","",""
"42628-73930","C","Connor","Connor Bunnaman","Bunnaman","2","4","3000","BOS@PHI","PHI","BOS","","","","",""
"42628-73935","W","Carsen","Carsen Twarynski","Twarynski","3.146666717529297","15","3000","BOS@PHI","PHI","BOS","","","","",""
"42628-39677","W","Brendan","Brendan Gaunce","Gaunce","8","1","3000","BOS@PHI","BOS","PHI","","","","",""
"42628-54527","W","Connor","Connor Brickley","Brickley","5.314285823277065","14","3000","NYI@NYR","NYR","NYI","","","","",""
"42628-82176","C","Jack","Jack Studnicka","Studnicka","6.400000095367432","2","3000","BOS@PHI","BOS","PHI","","","","",""
"42628-70919","W","Julien","Julien Gauthier","Gauthier","1.9200000762939453","5","3000","CAR@WSH","CAR","WSH","","","","",""
"42628-70920","C","German","German Rubtsov","Rubtsov","2.6666666666666665","3","3000","BOS@PHI","PHI","BOS","","","","",""
"42628-83212","W","Lukas","Lukas Vejdemo","Vejdemo","1.2000000476837158","4","3000","CGY@MON","MON","CGY","","","","",""
"42628-70927","C","Trent","Trent Frederic","Frederic","0.800000011920929","2","3000","BOS@PHI","BOS","PHI","","","","",""
"42628-83218","W","Ville","Ville Meskanen","Meskanen","0","0","3000","NYI@NYR","NYR","NYI","","","","",""
"42628-39714","W","Charles","Charles Hudon","Hudon","3.5555555555555554","9","3000","CGY@MON","MON","CGY","","","","",""
"42628-74025","W","Tim","Tim Gettinger","Gettinger","7.199999809265137","2","3000","NYI@NYR","NYR","NYI","","","","",""
"42628-103211","W","Robert","Robert Carpenter","Carpenter","0","0","3000","NYI@NYR","NYI","NYR","","","","",""
"42628-117053","W","Robert","Robert Lantosi","Lantosi","0","0","3000","BOS@PHI","BOS","PHI","","","","",""
"42628-117059","W","Jeremy","Jeremy McKenna","McKenna","0","0","3000","CGY@MON","CGY","MON","","","","",""
"42628-62276","W","Austin","Austin Czarnik","Czarnik","6.262499809265137","8","3000","CGY@MON","CGY","MON","","","","",""
"42628-82757","W","Erik","Erik Foley","Foley","0","0","3000","ANH@STL","STL","ANH","O","Concussion","","",""
"42628-117060","W","Mason","Mason Morelli","Morelli","0","0","3000","CGY@MON","CGY","MON","","","","",""
"42628-14158","W","Brian","Brian Gibbons","Gibbons","1.9199999491373698","15","3000","CAR@WSH","CAR","WSH","","","","",""
"42628-62293","C","Matthew","Matthew Peca","Peca","1.6","5","3000","CGY@MON","MON","CGY","","","","",""
"42628-59222","W","Clark","Clark Bishop","Bishop","2.8799999237060545","5","3000","CAR@WSH","CAR","WSH","","","","",""
"42628-42841","W","Nathan","Nathan Walker","Walker","6.240000152587891","5","3000","ANH@STL","STL","ANH","","","","",""
"42628-97118","W","Joel","Joel Teasdale","Teasdale","0","0","3000","CGY@MON","MON","CGY","","","","",""
"42628-62817","W","Blake","Blake Pietila","Pietila","2.9473684210526314","19","3000","ANH@STL","ANH","STL","","","","",""
"42628-108386","C","Samuel","Samuel Asselin","Asselin","0","0","3000","BOS@PHI","BOS","PHI","","","","",""
"42628-12645","W","Devante","Devante Smith-Pelly","Smith-Pelly","4.325926038953993","54","3000","CGY@MON","CGY","MON","","","","",""
"42628-117098","W","Joe","Joe Cox","Cox","0","0","3000","CGY@MON","MON","CGY","","","","",""
"42628-59253","W","Joshua","Joshua Ho-Sang","Ho-Sang","4.079999923706055","10","3000","NYI@NYR","NYI","NYR","","","","",""
"42628-74100","C","Tanner","Tanner Fritz","Fritz","3.4000000953674316","8","3000","NYI@NYR","NYI","NYR","","","","",""
"42628-9085","C","Cal","Cal O'Reilly","O'Reilly","0","0","3000","BOS@PHI","PHI","BOS","","","","",""
"42628-84348","C","Par","Par Lindholm","Lindholm","3.2000000565140336","27","3000","BOS@PHI","BOS","PHI","","","","",""
"42628-12670","W","Sam","Sam Carrick","Carrick","6.711111280653212","9","3000","ANH@STL","ANH","STL","","","","",""
"42628-12672","C","Greg","Greg McKegg","McKegg","3.1999999015561995","31","3000","NYI@NYR","NYR","NYI","","","","",""
"42628-82825","C","Otto","Otto Koivula","Koivula","1.3333333333333333","6","3000","NYI@NYR","NYI","NYR","","","","",""
"42628-84361","W","Saku","Saku Maenalanen","Maenalanen","4.517647238338695","34","3000","CAR@WSH","CAR","WSH","","","","",""
"42628-82835","C","Shane","Shane Gersich","Gersich","0","0","3000","CAR@WSH","WSH","CAR","","","","",""
"42628-82834","W","Kiefer","Kiefer Sherwood","Sherwood","4.927999877929688","50","3000","ANH@STL","ANH","STL","","","","",""
"42628-74134","W","Peter","Peter Cehlarik","Cehlarik","3.7333332697550454","3","3000","BOS@PHI","BOS","PHI","","","","",""
"42628-82844","W","Austin","Austin Poganski","Poganski","0","1","3000","ANH@STL","STL","ANH","","","","",""
"42628-8620","W","Jamie","Jamie McGinn","McGinn","6.005263077585321","19","3000","ANH@STL","STL","ANH","","","","",""
"42628-12718","W","Tyler","Tyler Pitlick","Pitlick","4.923076923076923","39","3000","BOS@PHI","PHI","BOS","","","","",""
"42628-42417","W","Jonathan","Jonathan Drouin","Drouin","11.93684226588199","19","3000","CGY@MON","MON","CGY","IR","Wrist","","",""
"42628-54193","W","Phillip","Phillip Di Giuseppe","Di Giuseppe","4.166666666666667","24","3000","NYI@NYR","NYR","NYI","","","","",""
"42628-12732","W","Michael","Michael Sgarbossa","Sgarbossa","0.800000011920929","2","3000","CAR@WSH","WSH","CAR","","","","",""
"42628-117181","W","Johno","Johno May","May","0","0","3000","ANH@STL","ANH","STL","","","","",""
"42628-117180","C","Brent","Brent Gates","Gates","0","0","3000","ANH@STL","ANH","STL","","","","",""
"42628-117182","W","Brayden","Brayden Tracey","Tracey","0","0","3000","ANH@STL","ANH","STL","","","","",""
"42628-12738","W","Jordan","Jordan Nolan","Nolan","3.5428570338657925","14","3000","ANH@STL","STL","ANH","","","","",""
"42628-117189","W","Erik","Erik Brown","Brown","0","0","3000","NYI@NYR","NYI","NYR","","","","",""
"42628-117188","C","Felix","Felix Bibeau","Bibeau","0","0","3000","NYI@NYR","NYI","NYR","","","","",""
"42628-117191","C","Reece","Reece Newkirk","Newkirk","0","0","3000","NYI@NYR","NYI","NYR","","","","",""
"42628-117190","C","Brett","Brett Neumann","Neumann","0","0","3000","NYI@NYR","NYI","NYR","","","","",""
"42628-97224","W","Oliver","Oliver Wahlstrom","Wahlstrom","2.3111110263400607","9","3000","NYI@NYR","NYI","NYR","","","","",""
"42628-11225","W","Dale","Dale Weise","Weise","0.9600000381469727","5","3000","CGY@MON","MON","CGY","","","","",""
"42628-107994","W","Eetu","Eetu Luostarinen","Luostarinen","3.200000047683716","8","3000","CAR@WSH","CAR","WSH","","","","",""
"42628-62431","W","Riley","Riley Barber","Barber","1.2444444232516818","9","3000","CGY@MON","MON","CGY","","","","",""
"42628-8675","C","Matt","Matt Stajan","Stajan","0","0","3000","CGY@MON","CGY","MON","","","","",""
"42628-9194","W","Micheal","Micheal Haley","Haley","1.894736842105263","19","3000","NYI@NYR","NYR","NYI","","","","",""
"42628-9196","W","Matt","Matt Martin","Martin","4","31","3000","NYI@NYR","NYI","NYR","","","","",""
"42628-8702","C","Ryan","Ryan Kesler","Kesler","5.211666870117187","60","3000","ANH@STL","ANH","STL","O","Hip","","",""